Дата;Время начала;Время окончания;Ср. скор. отв.;Ср. время разговора
14.03.2018;8:00;8:30;;
14.03.2018;8:00;8:30;;
14.03.2018;8:00;8:30;37;96
14.03.2018;8:00;8:30;;
14.03.2018;8:00;8:30;6;257
14.03.2018;8:30;9:00;9;36
14.03.2018;8:30;9:00;;
14.03.2018;8:30;9:00;17;87
14.03.2018;8:30;9:00;12;39
14.03.2018;8:30;9:00;;
14.03.2018;9:00;9:30;24;153
14.03.2018;9:00;9:30;81;63
14.03.2018;9:00;9:30;28;160
14.03.2018;9:00;9:30;93;100
14.03.2018;9:00;9:30;;
14.03.2018;9:30;10:00;193;92
14.03.2018;9:30;10:00;;
14.03.2018;9:30;10:00;;
14.03.2018;9:30;10:00;128;110
14.03.2018;9:30;10:00;26;214
14.03.2018;10:00;10:30;;
14.03.2018;10:00;10:30;6;211
14.03.2018;10:00;10:30;9;166
14.03.2018;10:00;10:30;;
14.03.2018;10:00;10:30;21;99
14.03.2018;10:30;11:00;102;131
14.03.2018;10:30;11:00;;
14.03.2018;10:30;11:00;;
14.03.2018;10:30;11:00;171;43
14.03.2018;10:30;11:00;182;129
14.03.2018;11:00;11:30;;
14.03.2018;11:00;11:30;148;366
14.03.2018;11:00;11:30;278;216
14.03.2018;11:00;11:30;19;42
14.03.2018;11:00;11:30;3;162
14.03.2018;11:30;12:00;341;138
14.03.2018;11:30;12:00;75;94
14.03.2018;11:30;12:00;;
14.03.2018;11:30;12:00;;
14.03.2018;11:30;12:00;321;331
14.03.2018;12:00;12:30;;
14.03.2018;12:00;12:30;;
14.03.2018;12:00;12:30;583;37
14.03.2018;12:00;12:30;243;130
14.03.2018;12:00;12:30;30;212
14.03.2018;12:30;13:00;;
14.03.2018;12:30;13:00;208;129
14.03.2018;12:30;13:00;67;200
14.03.2018;12:30;13:00;;
14.03.2018;12:30;13:00;;
14.03.2018;13:00;13:30;26;154
14.03.2018;13:00;13:30;;
14.03.2018;13:00;13:30;;
14.03.2018;13:00;13:30;278;139
14.03.2018;13:00;13:30;;
14.03.2018;13:30;14:00;;
14.03.2018;13:30;14:00;335;129
14.03.2018;13:30;14:00;89;397
14.03.2018;13:30;14:00;187;154
14.03.2018;13:30;14:00;;
14.03.2018;14:00;14:30;237;135
14.03.2018;14:00;14:30;374;58
14.03.2018;14:00;14:30;104;197
14.03.2018;14:00;14:30;35;151
14.03.2018;14:00;14:30;;
14.03.2018;14:30;15:00;50;64
14.03.2018;14:30;15:00;;
14.03.2018;14:30;15:00;76;120
14.03.2018;14:30;15:00;;
14.03.2018;14:30;15:00;;
14.03.2018;15:00;15:30;344;63
14.03.2018;15:00;15:30;;
14.03.2018;15:00;15:30;36;154
14.03.2018;15:00;15:30;132;53
14.03.2018;15:00;15:30;112;121
14.03.2018;15:30;16:00;211;145
14.03.2018;15:30;16:00;44;122
14.03.2018;15:30;16:00;;
14.03.2018;15:30;16:00;18;27
14.03.2018;15:30;16:00;391;82
14.03.2018;16:00;16:30;178;126
14.03.2018;16:00;16:30;;
14.03.2018;16:00;16:30;38;151
14.03.2018;16:00;16:30;142;128
14.03.2018;16:00;16:30;;
14.03.2018;16:30;17:00;;
14.03.2018;16:30;17:00;;
14.03.2018;16:30;17:00;;
14.03.2018;16:30;17:00;189;99
14.03.2018;16:30;17:00;119;131
14.03.2018;17:00;17:30;383;126
14.03.2018;17:00;17:30;64;21
14.03.2018;17:00;17:30;;
14.03.2018;17:00;17:30;466;37
14.03.2018;17:00;17:30;331;146
14.03.2018;17:30;18:00;309;158
14.03.2018;17:30;18:00;;
14.03.2018;17:30;18:00;193;120
14.03.2018;17:30;18:00;;
14.03.2018;17:30;18:00;;
14.03.2018;18:00;18:30;188;123
14.03.2018;18:00;18:30;;
14.03.2018;18:00;18:30;;
14.03.2018;18:00;18:30;;
14.03.2018;18:00;18:30;;
14.03.2018;18:30;19:00;;
14.03.2018;18:30;19:00;;
14.03.2018;18:30;19:00;;
14.03.2018;18:30;19:00;;
14.03.2018;18:30;19:00;247;143
14.03.2018;19:00;19:30;148;150
14.03.2018;19:00;19:30;155;6
14.03.2018;19:00;19:30;;
14.03.2018;19:00;19:30;;
14.03.2018;19:00;19:30;;
14.03.2018;19:30;20:00;34;172
14.03.2018;19:30;20:00;;
14.03.2018;19:30;20:00;;
14.03.2018;19:30;20:00;;
14.03.2018;19:30;20:00;;
14.03.2018;20:00;20:30;;
14.03.2018;20:00;20:30;;
14.03.2018;20:00;20:30;;
14.03.2018;20:00;20:30;48;106
14.03.2018;20:00;20:30;;
14.03.2018;20:30;21:00;;
14.03.2018;20:30;21:00;;
14.03.2018;20:30;21:00;46;140
14.03.2018;20:30;21:00;115;276
14.03.2018;20:30;21:00;;
14.03.2018;21:00;21:30;;
14.03.2018;21:00;21:30;66;271
14.03.2018;21:00;21:30;;
14.03.2018;21:00;21:30;;
14.03.2018;21:00;21:30;97;158
14.03.2018;21:30;22:00;7;112
14.03.2018;21:30;22:00;;
14.03.2018;21:30;22:00;;
14.03.2018;21:30;22:00;;
14.03.2018;21:30;22:00;;
14.03.2018;22:00;22:30;;
14.03.2018;22:00;22:30;33;59
14.03.2018;22:00;22:30;;
14.03.2018;22:00;22:30;;
14.03.2018;22:00;22:30;;
14.03.2018;22:30;23:00;193;189
14.03.2018;22:30;23:00;;
14.03.2018;22:30;23:00;;
14.03.2018;22:30;23:00;;
14.03.2018;22:30;23:00;;
14.03.2018;23:00;23:30;;
14.03.2018;23:00;23:30;;
14.03.2018;23:00;23:30;638;164
14.03.2018;23:00;23:30;;
14.03.2018;23:00;23:30;;
14.03.2018;23:30;0:00;15;265
14.03.2018;23:30;0:00;;
14.03.2018;23:30;0:00;;
14.03.2018;23:30;0:00;;
14.03.2018;23:30;0:00;;
15.03.2018;0:00;0:30;;
15.03.2018;0:00;0:30;;
15.03.2018;0:00;0:30;;
15.03.2018;0:00;0:30;;
15.03.2018;0:00;0:30;;
15.03.2018;0:30;1:00;;
15.03.2018;0:30;1:00;;
15.03.2018;0:30;1:00;;
15.03.2018;0:30;1:00;;
15.03.2018;0:30;1:00;;
15.03.2018;1:00;1:30;;
15.03.2018;1:00;1:30;;
15.03.2018;1:00;1:30;1353;179
15.03.2018;1:00;1:30;;
15.03.2018;1:00;1:30;;
15.03.2018;1:30;2:00;;
15.03.2018;1:30;2:00;6;91
15.03.2018;1:30;2:00;;
15.03.2018;1:30;2:00;;
15.03.2018;1:30;2:00;;
15.03.2018;2:00;2:30;;
15.03.2018;2:00;2:30;8;111
15.03.2018;2:00;2:30;;
15.03.2018;2:00;2:30;;
15.03.2018;2:00;2:30;18;60
15.03.2018;2:30;3:00;;
15.03.2018;2:30;3:00;;
15.03.2018;2:30;3:00;;
15.03.2018;2:30;3:00;;
15.03.2018;2:30;3:00;;
15.03.2018;3:00;3:30;;
15.03.2018;3:00;3:30;;
15.03.2018;3:00;3:30;;
15.03.2018;3:00;3:30;;
15.03.2018;3:00;3:30;;
15.03.2018;3:30;4:00;;
15.03.2018;3:30;4:00;;
15.03.2018;3:30;4:00;;
15.03.2018;3:30;4:00;9;34
15.03.2018;3:30;4:00;;
15.03.2018;4:00;4:30;;
15.03.2018;4:00;4:30;;
15.03.2018;4:00;4:30;7;41
15.03.2018;4:00;4:30;;
15.03.2018;4:00;4:30;;
15.03.2018;4:30;5:00;;
15.03.2018;4:30;5:00;;
15.03.2018;4:30;5:00;18;111
15.03.2018;4:30;5:00;;
15.03.2018;4:30;5:00;;
15.03.2018;5:00;5:30;;
15.03.2018;5:00;5:30;;
15.03.2018;5:00;5:30;;
15.03.2018;5:00;5:30;;
15.03.2018;5:00;5:30;8;18
15.03.2018;5:30;6:00;;
15.03.2018;5:30;6:00;;
15.03.2018;5:30;6:00;;
15.03.2018;5:30;6:00;;
15.03.2018;5:30;6:00;6;54
15.03.2018;6:00;6:30;;
15.03.2018;6:00;6:30;;
15.03.2018;6:00;6:30;;
15.03.2018;6:00;6:30;12;58
15.03.2018;6:00;6:30;;
15.03.2018;6:30;7:00;57;73
15.03.2018;6:30;7:00;;
15.03.2018;6:30;7:00;;
15.03.2018;6:30;7:00;;
15.03.2018;6:30;7:00;;
15.03.2018;7:00;7:30;;
15.03.2018;7:00;7:30;;
15.03.2018;7:00;7:30;;
15.03.2018;7:00;7:30;46;72
15.03.2018;7:00;7:30;;
15.03.2018;7:30;8:00;15;205
15.03.2018;7:30;8:00;;
15.03.2018;7:30;8:00;;
15.03.2018;7:30;8:00;98;63
15.03.2018;7:30;8:00;;
15.03.2018;8:00;8:30;;
15.03.2018;8:00;8:30;9;201
15.03.2018;8:00;8:30;166;36
15.03.2018;8:00;8:30;21;84
15.03.2018;8:00;8:30;;
15.03.2018;8:30;9:00;;
15.03.2018;8:30;9:00;;
15.03.2018;8:30;9:00;34;94
15.03.2018;8:30;9:00;;
15.03.2018;8:30;9:00;62;82
15.03.2018;9:00;9:30;;
15.03.2018;9:00;9:30;22;173
15.03.2018;9:00;9:30;;
15.03.2018;9:00;9:30;;
15.03.2018;9:00;9:30;109;102
15.03.2018;9:30;10:00;36;196
15.03.2018;9:30;10:00;184;88
15.03.2018;9:30;10:00;14;132
15.03.2018;9:30;10:00;123;95
15.03.2018;9:30;10:00;;
15.03.2018;10:00;10:30;181;118
15.03.2018;10:00;10:30;175;36
15.03.2018;10:00;10:30;337;87
15.03.2018;10:00;10:30;51;230
15.03.2018;10:00;10:30;;
15.03.2018;10:30;11:00;164;121
15.03.2018;10:30;11:00;;
15.03.2018;10:30;11:00;193;37
15.03.2018;10:30;11:00;83;766
15.03.2018;10:30;11:00;;
15.03.2018;11:00;11:30;;
15.03.2018;11:00;11:30;;
15.03.2018;11:00;11:30;;
15.03.2018;11:00;11:30;151;103
15.03.2018;11:00;11:30;28;81
15.03.2018;11:30;12:00;148;131
15.03.2018;11:30;12:00;;
15.03.2018;11:30;12:00;41;32
15.03.2018;11:30;12:00;;
15.03.2018;11:30;12:00;189;132
15.03.2018;12:00;12:30;72;103
15.03.2018;12:00;12:30;165;36
15.03.2018;12:00;12:30;24;114
15.03.2018;12:00;12:30;;
15.03.2018;12:00;12:30;49;74
15.03.2018;12:30;13:00;2;171
15.03.2018;12:30;13:00;58;22
15.03.2018;12:30;13:00;180;113
15.03.2018;12:30;13:00;;
15.03.2018;12:30;13:00;;
15.03.2018;13:00;13:30;;
15.03.2018;13:00;13:30;;
15.03.2018;13:00;13:30;39;55
15.03.2018;13:00;13:30;271;111
15.03.2018;13:00;13:30;;
15.03.2018;13:30;14:00;;
15.03.2018;13:30;14:00;324;118
15.03.2018;13:30;14:00;433;116
15.03.2018;13:30;14:00;;
15.03.2018;13:30;14:00;;
15.03.2018;14:00;14:30;168;107
15.03.2018;14:00;14:30;64;71
15.03.2018;14:00;14:30;;
15.03.2018;14:00;14:30;159;40
15.03.2018;14:00;14:30;;
15.03.2018;14:30;15:00;137;45
15.03.2018;14:30;15:00;91;55
15.03.2018;14:30;15:00;6;16
15.03.2018;14:30;15:00;78;112
15.03.2018;14:30;15:00;36;98
15.03.2018;15:00;15:30;148;51
15.03.2018;15:00;15:30;24;37
15.03.2018;15:00;15:30;;
15.03.2018;15:00;15:30;46;105
15.03.2018;15:00;15:30;109;49
15.03.2018;15:30;16:00;;
15.03.2018;15:30;16:00;47;107
15.03.2018;15:30;16:00;74;102
15.03.2018;15:30;16:00;;
15.03.2018;15:30;16:00;;
15.03.2018;16:00;16:30;;
15.03.2018;16:00;16:30;21;24
15.03.2018;16:00;16:30;126;46
15.03.2018;16:00;16:30;171;128
15.03.2018;16:00;16:30;;
15.03.2018;16:30;17:00;312;40
15.03.2018;16:30;17:00;245;111
15.03.2018;16:30;17:00;;
15.03.2018;16:30;17:00;15;458
15.03.2018;16:30;17:00;12;37
15.03.2018;17:00;17:30;;
15.03.2018;17:00;17:30;259;46
15.03.2018;17:00;17:30;;
15.03.2018;17:00;17:30;205;123
15.03.2018;17:00;17:30;;
15.03.2018;17:30;18:00;305;117
15.03.2018;17:30;18:00;;
15.03.2018;17:30;18:00;;
15.03.2018;17:30;18:00;;
15.03.2018;17:30;18:00;;
15.03.2018;18:00;18:30;;
15.03.2018;18:00;18:30;398;115
15.03.2018;18:00;18:30;;
15.03.2018;18:00;18:30;;
15.03.2018;18:00;18:30;;
15.03.2018;18:30;19:00;;
15.03.2018;18:30;19:00;372;163
15.03.2018;18:30;19:00;;
15.03.2018;18:30;19:00;;
15.03.2018;18:30;19:00;;
15.03.2018;19:00;19:30;;
15.03.2018;19:00;19:30;;
15.03.2018;19:00;19:30;;
15.03.2018;19:00;19:30;231;39
15.03.2018;19:00;19:30;290;119
15.03.2018;19:30;20:00;6;53
15.03.2018;19:30;20:00;16;107
15.03.2018;19:30;20:00;;
15.03.2018;19:30;20:00;;
15.03.2018;19:30;20:00;;
15.03.2018;20:00;20:30;;
15.03.2018;20:00;20:30;;
15.03.2018;20:00;20:30;;
15.03.2018;20:00;20:30;;
15.03.2018;20:00;20:30;43;98
15.03.2018;20:30;21:00;;
15.03.2018;20:30;21:00;;
15.03.2018;20:30;21:00;5;136
15.03.2018;20:30;21:00;;
15.03.2018;20:30;21:00;39;110
15.03.2018;21:00;21:30;;
15.03.2018;21:00;21:30;15;93
15.03.2018;21:00;21:30;;
15.03.2018;21:00;21:30;;
15.03.2018;21:00;21:30;;
15.03.2018;21:30;22:00;;
15.03.2018;21:30;22:00;;
15.03.2018;21:30;22:00;41;104
15.03.2018;21:30;22:00;;
15.03.2018;21:30;22:00;;
15.03.2018;22:00;22:30;;
15.03.2018;22:00;22:30;;
15.03.2018;22:00;22:30;;
15.03.2018;22:00;22:30;;
15.03.2018;22:00;22:30;114;136
15.03.2018;22:30;23:00;;
15.03.2018;22:30;23:00;228;280
15.03.2018;22:30;23:00;;
15.03.2018;23:00;23:30;;
15.03.2018;23:00;23:30;;
15.03.2018;23:00;23:30;163;168
15.03.2018;23:30;0:00;;
15.03.2018;23:30;0:00;;
15.03.2018;23:30;0:00;13;108
16.03.2018;0:00;0:30;;
16.03.2018;0:00;0:30;;
16.03.2018;0:00;0:30;138;94
16.03.2018;0:30;1:00;;
16.03.2018;0:30;1:00;;
16.03.2018;0:30;1:00;6;440
16.03.2018;1:00;1:30;;
16.03.2018;1:00;1:30;;
16.03.2018;1:00;1:30;;
16.03.2018;1:30;2:00;10;87
16.03.2018;1:30;2:00;;
16.03.2018;1:30;2:00;;
16.03.2018;2:00;2:30;;
16.03.2018;2:00;2:30;;
16.03.2018;2:00;2:30;;
16.03.2018;2:30;3:00;;
16.03.2018;2:30;3:00;;
16.03.2018;2:30;3:00;48;49
16.03.2018;3:00;3:30;;
16.03.2018;3:00;3:30;5;88
16.03.2018;3:00;3:30;;
16.03.2018;3:30;4:00;;
16.03.2018;3:30;4:00;6;44
16.03.2018;3:30;4:00;;
16.03.2018;4:00;4:30;;
16.03.2018;4:00;4:30;;
16.03.2018;4:00;4:30;7;20
16.03.2018;4:30;5:00;;
16.03.2018;4:30;5:00;;
16.03.2018;4:30;5:00;5;101
16.03.2018;5:00;5:30;;
16.03.2018;5:00;5:30;;
16.03.2018;5:00;5:30;6;64
16.03.2018;5:30;6:00;39;127
16.03.2018;5:30;6:00;;
16.03.2018;5:30;6:00;;
16.03.2018;6:00;6:30;;
16.03.2018;6:00;6:30;119;73
16.03.2018;6:00;6:30;;
16.03.2018;6:30;7:00;;
16.03.2018;6:30;7:00;;
16.03.2018;6:30;7:00;102;57
16.03.2018;6:30;7:00;;
16.03.2018;6:30;7:00;;
16.03.2018;7:00;7:30;;
16.03.2018;7:00;7:30;;
16.03.2018;7:00;7:30;63;51
16.03.2018;7:00;7:30;15;49
16.03.2018;7:00;7:30;;
16.03.2018;7:30;8:00;;
16.03.2018;7:30;8:00;;
16.03.2018;7:30;8:00;;
16.03.2018;7:30;8:00;222;76
16.03.2018;7:30;8:00;;
16.03.2018;8:00;8:30;508;30
16.03.2018;8:00;8:30;;
16.03.2018;8:00;8:30;;
16.03.2018;8:00;8:30;;
16.03.2018;8:00;8:30;330;89
16.03.2018;8:30;9:00;;
16.03.2018;8:30;9:00;;
16.03.2018;8:30;9:00;30;169
16.03.2018;8:30;9:00;152;102
16.03.2018;8:30;9:00;92;66
16.03.2018;9:00;9:30;15;90
16.03.2018;9:00;9:30;6;42
16.03.2018;9:00;9:30;31;58
16.03.2018;9:00;9:30;;
16.03.2018;9:00;9:30;106;38
16.03.2018;9:30;10:00;;
16.03.2018;9:30;10:00;2;63
16.03.2018;9:30;10:00;74;59
16.03.2018;9:30;10:00;32;105
16.03.2018;9:30;10:00;24;346
16.03.2018;10:00;10:30;97;53
16.03.2018;10:00;10:30;65;116
16.03.2018;10:00;10:30;;
16.03.2018;10:00;10:30;25;71
16.03.2018;10:00;10:30;;
16.03.2018;10:30;11:00;32;26
16.03.2018;10:30;11:00;;
16.03.2018;10:30;11:00;59;59
16.03.2018;10:30;11:00;13;102
16.03.2018;10:30;11:00;4;50
16.03.2018;11:00;11:30;4;176
16.03.2018;11:00;11:30;;
16.03.2018;11:00;11:30;15;54
16.03.2018;11:00;11:30;;
16.03.2018;11:00;11:30;110;120
16.03.2018;11:30;12:00;134;48
16.03.2018;11:30;12:00;110;102
16.03.2018;11:30;12:00;137;114
16.03.2018;11:30;12:00;34;142
16.03.2018;11:30;12:00;;
16.03.2018;12:00;12:30;;
16.03.2018;12:00;12:30;121;17
16.03.2018;12:00;12:30;123;110
16.03.2018;12:00;12:30;;
16.03.2018;12:00;12:30;;
16.03.2018;12:30;13:00;5;252
16.03.2018;12:30;13:00;;
16.03.2018;12:30;13:00;202;40
16.03.2018;12:30;13:00;109;107
16.03.2018;12:30;13:00;;
16.03.2018;13:00;13:30;88;102
16.03.2018;13:00;13:30;93;89
16.03.2018;13:00;13:30;144;82
16.03.2018;13:00;13:30;32;75
16.03.2018;13:00;13:30;;
16.03.2018;13:30;14:00;111;121
16.03.2018;13:30;14:00;81;125
16.03.2018;13:30;14:00;163;115
16.03.2018;13:30;14:00;;
16.03.2018;13:30;14:00;256;57
16.03.2018;14:00;14:30;38;211
16.03.2018;14:00;14:30;107;123
16.03.2018;14:00;14:30;62;169
16.03.2018;14:00;14:30;;
16.03.2018;14:00;14:30;;
16.03.2018;14:30;15:00;36;378
16.03.2018;14:30;15:00;;
16.03.2018;14:30;15:00;347;135
16.03.2018;14:30;15:00;;
16.03.2018;14:30;15:00;;
16.03.2018;15:00;15:30;;
16.03.2018;15:00;15:30;43;270
16.03.2018;15:00;15:30;432;141
16.03.2018;15:00;15:30;461;84
16.03.2018;15:00;15:30;;
16.03.2018;15:30;16:00;;
16.03.2018;15:30;16:00;508;58
16.03.2018;15:30;16:00;304;113
16.03.2018;15:30;16:00;;
16.03.2018;15:30;16:00;35;160
16.03.2018;16:00;16:30;34;91
16.03.2018;16:00;16:30;131;103
16.03.2018;16:00;16:30;264;121
16.03.2018;16:00;16:30;;
16.03.2018;16:00;16:30;;
16.03.2018;16:30;17:00;;
16.03.2018;16:30;17:00;;
16.03.2018;16:30;17:00;;
16.03.2018;16:30;17:00;379;105
16.03.2018;16:30;17:00;;
16.03.2018;17:00;17:30;;
16.03.2018;17:00;17:30;;
16.03.2018;17:00;17:30;;
16.03.2018;17:00;17:30;387;86
16.03.2018;17:00;17:30;;
16.03.2018;17:30;18:00;;
16.03.2018;17:30;18:00;;
16.03.2018;17:30;18:00;;
16.03.2018;17:30;18:00;365;107
16.03.2018;17:30;18:00;;
16.03.2018;18:00;18:30;;
16.03.2018;18:00;18:30;;
16.03.2018;18:00;18:30;493;144
16.03.2018;18:00;18:30;;
16.03.2018;18:00;18:30;;
16.03.2018;18:30;19:00;192;122
16.03.2018;18:30;19:00;;
16.03.2018;18:30;19:00;165;110
16.03.2018;18:30;19:00;;
16.03.2018;18:30;19:00;116;88
16.03.2018;19:00;19:30;;
16.03.2018;19:00;19:30;;
16.03.2018;19:00;19:30;24;90
16.03.2018;19:00;19:30;6;117
16.03.2018;19:00;19:30;;
16.03.2018;19:30;20:00;15;109
16.03.2018;19:30;20:00;4;49
16.03.2018;19:30;20:00;8;52
16.03.2018;19:30;20:00;;
16.03.2018;19:30;20:00;;
16.03.2018;20:00;20:30;60;80
16.03.2018;20:00;20:30;;
16.03.2018;20:00;20:30;;
16.03.2018;20:00;20:30;74;100
16.03.2018;20:00;20:30;;
16.03.2018;20:30;21:00;;
16.03.2018;20:30;21:00;;
16.03.2018;20:30;21:00;74;138
16.03.2018;20:30;21:00;;
16.03.2018;20:30;21:00;;
16.03.2018;21:00;21:30;;
16.03.2018;21:00;21:30;51;100
16.03.2018;21:00;21:30;;
16.03.2018;21:00;21:30;;
16.03.2018;21:00;21:30;;
16.03.2018;21:30;22:00;6;93
16.03.2018;21:30;22:00;;
16.03.2018;21:30;22:00;3;92
16.03.2018;21:30;22:00;;
16.03.2018;21:30;22:00;;
16.03.2018;22:00;22:30;;
16.03.2018;22:00;22:30;;
16.03.2018;22:00;22:30;4;70
16.03.2018;22:00;22:30;;
16.03.2018;22:00;22:30;25;100
16.03.2018;22:30;23:00;;
16.03.2018;22:30;23:00;;
16.03.2018;22:30;23:00;4;161
16.03.2018;22:30;23:00;;
16.03.2018;22:30;23:00;;
16.03.2018;23:00;23:30;;
16.03.2018;23:00;23:30;35;110
16.03.2018;23:00;23:30;;
16.03.2018;23:00;23:30;;
16.03.2018;23:00;23:30;;
16.03.2018;23:30;0:00;;
16.03.2018;23:30;0:00;;
16.03.2018;23:30;0:00;17;209
16.03.2018;23:30;0:00;;
16.03.2018;23:30;0:00;;
17.03.2018;0:00;0:30;;
17.03.2018;0:00;0:30;;
17.03.2018;0:00;0:30;116;252
17.03.2018;0:00;0:30;;
17.03.2018;0:00;0:30;;
17.03.2018;0:30;1:00;86;189
17.03.2018;0:30;1:00;;
17.03.2018;0:30;1:00;;
17.03.2018;0:30;1:00;;
17.03.2018;0:30;1:00;;
17.03.2018;1:00;1:30;;
17.03.2018;1:00;1:30;137;146
17.03.2018;1:00;1:30;;
17.03.2018;1:00;1:30;;
17.03.2018;1:00;1:30;;
17.03.2018;1:30;2:00;;
17.03.2018;1:30;2:00;5;59
17.03.2018;1:30;2:00;;
17.03.2018;1:30;2:00;;
17.03.2018;1:30;2:00;;
17.03.2018;2:00;2:30;;
17.03.2018;2:00;2:30;;
17.03.2018;2:00;2:30;6;87
17.03.2018;2:00;2:30;;
17.03.2018;2:00;2:30;;
17.03.2018;2:30;3:00;;
17.03.2018;2:30;3:00;;
17.03.2018;2:30;3:00;;
17.03.2018;2:30;3:00;;
17.03.2018;2:30;3:00;4;11
17.03.2018;3:00;3:30;;
17.03.2018;3:00;3:30;;
17.03.2018;3:00;3:30;;
17.03.2018;3:00;3:30;5;74
17.03.2018;3:00;3:30;;
17.03.2018;3:30;4:00;;
17.03.2018;3:30;4:00;;
17.03.2018;3:30;4:00;;
17.03.2018;3:30;4:00;;
17.03.2018;3:30;4:00;;
17.03.2018;4:00;4:30;;
17.03.2018;4:00;4:30;;
17.03.2018;4:00;4:30;;
17.03.2018;4:00;4:30;5;62
17.03.2018;4:00;4:30;;
17.03.2018;4:30;5:00;;
17.03.2018;4:30;5:00;;
17.03.2018;4:30;5:00;;
17.03.2018;4:30;5:00;;
17.03.2018;4:30;5:00;6;120
17.03.2018;5:00;5:30;;
17.03.2018;5:00;5:30;;
17.03.2018;5:00;5:30;;
17.03.2018;5:00;5:30;;
17.03.2018;5:00;5:30;;
17.03.2018;5:30;6:00;27;75
17.03.2018;5:30;6:00;;
17.03.2018;5:30;6:00;;
17.03.2018;5:30;6:00;;
17.03.2018;5:30;6:00;;
17.03.2018;6:00;6:30;20;63
17.03.2018;6:00;6:30;;
17.03.2018;6:00;6:30;2;72
17.03.2018;6:00;6:30;;
17.03.2018;6:00;6:30;;
17.03.2018;6:30;7:00;;
17.03.2018;6:30;7:00;;
17.03.2018;6:30;7:00;99;57
17.03.2018;6:30;7:00;;
17.03.2018;6:30;7:00;;
17.03.2018;7:00;7:30;;
17.03.2018;7:00;7:30;5;25
17.03.2018;7:00;7:30;;
17.03.2018;7:00;7:30;;
17.03.2018;7:00;7:30;30;37
17.03.2018;7:30;8:00;;
17.03.2018;7:30;8:00;582;156
17.03.2018;7:30;8:00;;
17.03.2018;7:30;8:00;;
17.03.2018;7:30;8:00;;
17.03.2018;8:00;8:30;;
17.03.2018;8:00;8:30;86;59
17.03.2018;8:00;8:30;;
17.03.2018;8:00;8:30;276;208
17.03.2018;8:00;8:30;;
17.03.2018;8:30;9:00;;
17.03.2018;8:30;9:00;;
17.03.2018;8:30;9:00;1;41
17.03.2018;8:30;9:00;;
17.03.2018;8:30;9:00;61;54
17.03.2018;9:00;9:30;;
17.03.2018;9:00;9:30;101;52
17.03.2018;9:00;9:30;;
17.03.2018;9:00;9:30;;
17.03.2018;9:00;9:30;17;68
17.03.2018;9:30;10:00;;
17.03.2018;9:30;10:00;;
17.03.2018;9:30;10:00;48;75
17.03.2018;9:30;10:00;;
17.03.2018;9:30;10:00;47;59
17.03.2018;10:00;10:30;;
17.03.2018;10:00;10:30;3;47
17.03.2018;10:00;10:30;;
17.03.2018;10:00;10:30;;
17.03.2018;10:00;10:30;20;74
17.03.2018;10:30;11:00;;
17.03.2018;10:30;11:00;;
17.03.2018;10:30;11:00;30;73
17.03.2018;10:30;11:00;;
17.03.2018;10:30;11:00;4;45
17.03.2018;11:00;11:30;;
17.03.2018;11:00;11:30;;
17.03.2018;11:00;11:30;2;77
17.03.2018;11:00;11:30;36;78
17.03.2018;11:00;11:30;;
17.03.2018;11:30;12:00;122;104
17.03.2018;11:30;12:00;;
17.03.2018;11:30;12:00;;
17.03.2018;11:30;12:00;;
17.03.2018;11:30;12:00;;
17.03.2018;12:00;12:30;35;81
17.03.2018;12:00;12:30;;
17.03.2018;12:00;12:30;;
17.03.2018;12:00;12:30;;
17.03.2018;12:00;12:30;;
17.03.2018;12:30;13:00;;
17.03.2018;12:30;13:00;;
17.03.2018;12:30;13:00;;
17.03.2018;12:30;13:00;16;138
17.03.2018;12:30;13:00;6;62
17.03.2018;13:00;13:30;;
17.03.2018;13:00;13:30;;
17.03.2018;13:00;13:30;;
17.03.2018;13:00;13:30;;
17.03.2018;13:00;13:30;11;87
17.03.2018;13:30;14:00;;
17.03.2018;13:30;14:00;;
17.03.2018;13:30;14:00;;
17.03.2018;13:30;14:00;105;144
17.03.2018;13:30;14:00;56;102
17.03.2018;14:00;14:30;4;95
17.03.2018;14:00;14:30;;
17.03.2018;14:00;14:30;;
17.03.2018;14:00;14:30;;
17.03.2018;14:00;14:30;191;98
17.03.2018;14:30;15:00;50;37
17.03.2018;14:30;15:00;;
17.03.2018;14:30;15:00;;
17.03.2018;14:30;15:00;;
17.03.2018;14:30;15:00;119;79
17.03.2018;15:00;15:30;16;82
17.03.2018;15:00;15:30;;
17.03.2018;15:00;15:30;;
17.03.2018;15:00;15:30;;
17.03.2018;15:00;15:30;13;295
17.03.2018;15:30;16:00;;
17.03.2018;15:30;16:00;;
17.03.2018;15:30;16:00;;
17.03.2018;15:30;16:00;;
17.03.2018;15:30;16:00;115;112
17.03.2018;16:00;16:30;;
17.03.2018;16:00;16:30;;
17.03.2018;16:00;16:30;;
17.03.2018;16:00;16:30;;
17.03.2018;16:00;16:30;47;97
17.03.2018;16:30;17:00;94;110
17.03.2018;16:30;17:00;35;88
17.03.2018;16:30;17:00;;
17.03.2018;16:30;17:00;;
17.03.2018;16:30;17:00;;
17.03.2018;17:00;17:30;16;99
17.03.2018;17:00;17:30;;
17.03.2018;17:00;17:30;;
17.03.2018;17:00;17:30;16;61
17.03.2018;17:00;17:30;;
17.03.2018;17:30;18:00;;
17.03.2018;17:30;18:00;99;80
